sales_order_item_id,sales_order_id,product_id
SOI0000216,SO000104,PROD043
SOI0000217,SO000105,PROD014
SOI0000218,SO000105,PROD024
SOI0000219,SO000105,PROD039
SOI0000220,SO000106,PROD010
SOI0000221,SO000107,PROD039
SOI0000222,SO000108,PROD001
SOI0000223,SO000108,PROD027
SOI0000224,SO000108,PROD003
SOI0000225,SO000109,PROD038
SOI0000226,SO000110,PROD026
SOI0000227,SO000110,PROD043
SOI0000228,SO000111,PROD019
SOI0000229,SO000111,PROD007
SOI0000230,SO000112,PROD024
SOI0000231,SO000113,PROD014
SOI0000232,SO000113,PROD004
SOI0000233,SO000113,PROD034
SOI0000234,SO000114,PROD031
SOI0000235,SO000114,PROD009
SOI0000236,SO000115,PROD002
SOI0000237,SO000116,PROD019
SOI0000238,SO000116,PROD031
SOI0000239,SO000117,PROD029
SOI0000240,SO000117,PROD037
SOI0000241,SO000118,PROD009
SOI0000242,SO000118,PROD042
SOI0000243,SO000119,PROD009
SOI0000244,SO000119,PROD028
SOI0000245,SO000119,PROD047
SOI0000246,SO000120,PROD021
SOI0000247,SO000121,PROD048
SOI0000248,SO000122,PROD012
SOI0000249,SO000123,PROD018
SOI0000250,SO000123,PROD031
SOI0000251,SO000124,PROD032
SOI0000252,SO000124,PROD028
SOI0000253,SO000124,PROD047
SOI0000254,SO000125,PROD037
SOI0000255,SO000126,PROD021
SOI0000256,SO000127,PROD029
SOI0000257,SO000127,PROD032
SOI0000258,SO000128,PROD027
SOI0000259,SO000129,PROD015
SOI0000260,SO000129,PROD038
SOI0000261,SO000129,PROD006
SOI0000262,SO000130,PROD039
SOI0000263,SO000130,PROD044
SOI0000264,SO000130,PROD020
SOI0000265,SO000131,PROD046
SOI0000266,SO000131,PROD045
SOI0000267,SO000132,PROD002
SOI0000268,SO000133,PROD027
SOI0000269,SO000133,PROD011
SOI0000270,SO000133,PROD016
SOI0000271,SO000134,PROD014
SOI0000272,SO000134,PROD026
SOI0000273,SO000134,PROD035
SOI0000274,SO000135,PROD022
SOI0000275,SO000136,PROD006
SOI0000276,SO000137,PROD024
SOI0000277,SO000138,PROD042
SOI0000278,SO000138,PROD025
SOI0000279,SO000138,PROD024
SOI0000280,SO000139,PROD001
SOI0000281,SO000139,PROD010
SOI0000282,SO000140,PROD044
SOI0000283,SO000141,PROD006
SOI0000284,SO000141,PROD025
SOI0000285,SO000141,PROD016
SOI0000286,SO000142,PROD014
SOI0000287,SO000142,PROD005
SOI0000288,SO000143,PROD015
SOI0000289,SO000143,PROD034
SOI0000290,SO000143,PROD043
SOI0000291,SO000144,PROD027
SOI0000292,SO000144,PROD021
SOI0000293,SO000144,PROD003
SOI0000294,SO000145,PROD015
SOI0000295,SO000145,PROD012
SOI0000296,SO000145,PROD001
SOI0000297,SO000146,PROD018
SOI0000298,SO000147,PROD021
SOI0000299,SO000147,PROD002
SOI0000300,SO000148,PROD033
SOI0000301,SO000148,PROD021
SOI0000302,SO000149,PROD043
SOI0000303,SO000149,PROD025
SOI0000304,SO000149,PROD022
SOI0000305,SO000150,PROD039
SOI0000306,SO000150,PROD008
SOI0000307,SO000151,PROD007
SOI0000308,SO000151,PROD047
SOI0000309,SO000152,PROD048
SOI0000310,SO000152,PROD033
SOI0000311,SO000153,PROD021
SOI0000312,SO000153,PROD004
SOI0000313,SO000153,PROD011
SOI0000314,SO000154,PROD041
SOI0000315,SO000154,PROD008
SOI0000316,SO000154,PROD012
SOI0000317,SO000155,PROD019
SOI0000318,SO000155,PROD035
SOI0000319,SO000155,PROD003
SOI0000320,SO000156,PROD030
SOI0000321,SO000156,PROD025
SOI0000322,SO000157,PROD011
SOI0000323,SO000158,PROD026
SOI0000324,SO000158,PROD021
SOI0000325,SO000158,PROD005
SOI0000326,SO000159,PROD024
SOI0000327,SO000160,PROD038
SOI0000328,SO000161,PROD002
SOI0000329,SO000161,PROD047
SOI0000330,SO000161,PROD013
SOI0000331,SO000162,PROD010
SOI0000332,SO000163,PROD046
SOI0000333,SO000163,PROD030
SOI0000334,SO000164,PROD028
SOI0000335,SO000164,PROD002
SOI0000336,SO000165,PROD028
SOI0000337,SO000165,PROD005
SOI0000338,SO000166,PROD024
SOI0000339,SO000166,PROD027
SOI0000340,SO000167,PROD028
SOI0000341,SO000168,PROD047
SOI0000342,SO000168,PROD014
SOI0000343,SO000169,PROD004
SOI0000344,SO000169,PROD015
SOI0000345,SO000170,PROD040
SOI0000346,SO000170,PROD021
SOI0000347,SO000171,PROD010
SOI0000348,SO000172,PROD025
SOI0000349,SO000172,PROD024
SOI0000350,SO000173,PROD046
SOI0000351,SO000173,PROD003
SOI0000352,SO000174,PROD026
SOI0000353,SO000174,PROD022
SOI0000354,SO000175,PROD024
SOI0000355,SO000175,PROD026
SOI0000356,SO000176,PROD026
SOI0000357,SO000176,PROD020
SOI0000358,SO000177,PROD046
SOI0000359,SO000177,PROD029
SOI0000360,SO000178,PROD020
SOI0000361,SO000178,PROD008
SOI0000362,SO000179,PROD002
SOI0000363,SO000180,PROD032
SOI0000364,SO000180,PROD014
SOI0000365,SO000180,PROD012
SOI0000366,SO000181,PROD006
SOI0000367,SO000181,PROD029
SOI0000368,SO000181,PROD020
SOI0000369,SO000182,PROD027
SOI0000370,SO000182,PROD011
SOI0000371,SO000183,PROD033
SOI0000372,SO000183,PROD029
SOI0000373,SO000184,PROD014
SOI0000374,SO000184,PROD043
SOI0000375,SO000184,PROD010
SOI0000376,SO000185,PROD007
SOI0000377,SO000185,PROD008
SOI0000378,SO000186,PROD014
SOI0000379,SO000187,PROD017
SOI0000380,SO000187,PROD009
SOI0000381,SO000187,PROD024
SOI0000382,SO000188,PROD038
SOI0000383,SO000188,PROD025
SOI0000384,SO000188,PROD044
SOI0000385,SO000189,PROD025
SOI0000386,SO000190,PROD046
SOI0000387,SO000190,PROD034
SOI0000388,SO000190,PROD001
SOI0000389,SO000191,PROD028
SOI0000390,SO000191,PROD006
SOI0000391,SO000191,PROD040
SOI0000392,SO000192,PROD034
SOI0000393,SO000192,PROD044
SOI0000394,SO000192,PROD027
SOI0000395,SO000193,PROD043
SOI0000396,SO000193,PROD037
SOI0000397,SO000194,PROD014
SOI0000398,SO000194,PROD017
SOI0000399,SO000195,PROD036
SOI0000400,SO000195,PROD004
SOI0000401,SO000195,PROD033
SOI0000402,SO000196,PROD030
SOI0000403,SO000196,PROD019
SOI0000404,SO000196,PROD048
SOI0000405,SO000197,PROD014
SOI0000406,SO000197,PROD005
SOI0000407,SO000198,PROD030
SOI0000408,SO000198,PROD027
SOI0000409,SO000198,PROD015
SOI0000410,SO000199,PROD037
SOI0000411,SO000200,PROD031
SOI0000412,SO000201,PROD044
SOI0000413,SO000202,PROD045
SOI0000414,SO000203,PROD010
SOI0000415,SO000204,PROD020
SOI0000416,SO000205,PROD011
SOI0000417,SO000206,PROD037
SOI0000418,SO000207,PROD046
SOI0000419,SO000208,PROD034
SOI0000420,SO000208,PROD047
SOI0000421,SO000208,PROD023
SOI0000422,SO000209,PROD029
SOI0000423,SO000210,PROD041
SOI0000424,SO000210,PROD043
SOI0000425,SO000210,PROD014
SOI0000426,SO000211,PROD009
SOI0000427,SO000212,PROD023
SOI0000428,SO000213,PROD028
SOI0000429,SO000213,PROD027
SOI0000430,SO000213,PROD038
SOI0000431,SO000214,PROD009
SOI0000432,SO000214,PROD037
SOI0000433,SO000214,PROD007
SOI0000434,SO000215,PROD004
SOI0000435,SO000215,PROD008
SOI0000436,SO000216,PROD026
SOI0000437,SO000216,PROD001
SOI0000438,SO000216,PROD005
SOI0000439,SO000217,PROD022
SOI0000440,SO000217,PROD012
SOI0000441,SO000218,PROD017
SOI0000442,SO000219,PROD018
SOI0000443,SO000219,PROD009
SOI0000444,SO000220,PROD002
SOI0000445,SO000221,PROD046
SOI0000446,SO000222,PROD039
SOI0000447,SO000222,PROD043
SOI0000448,SO000223,PROD002
SOI0000449,SO000224,PROD045
SOI0000450,SO000224,PROD042
SOI0000451,SO000225,PROD005
SOI0000452,SO000225,PROD027
SOI0000453,SO000226,PROD016
SOI0000454,SO000226,PROD021
SOI0000455,SO000227,PROD035
SOI0000456,SO000227,PROD048
SOI0000457,SO000227,PROD046
SOI0000458,SO000228,PROD011
SOI0000459,SO000228,PROD023
SOI0000460,SO000228,PROD043
SOI0000461,SO000229,PROD041
SOI0000462,SO000230,PROD033
SOI0000463,SO000230,PROD029
SOI0000464,SO000230,PROD020
SOI0000465,SO000231,PROD032
SOI0000466,SO000231,PROD027
SOI0000467,SO000232,PROD030
SOI0000468,SO000233,PROD011
SOI0000469,SO000233,PROD019
SOI0000470,SO000234,PROD009
SOI0000471,SO000234,PROD026
SOI0000472,SO000235,PROD030
SOI0000473,SO000235,PROD026
SOI0000474,SO000235,PROD022
SOI0000475,SO000236,PROD004
SOI0000476,SO000237,PROD018
SOI0000477,SO000237,PROD026
SOI0000478,SO000238,PROD035
SOI0000479,SO000238,PROD045
SOI0000480,SO000239,PROD005
SOI0000481,SO000239,PROD038
SOI0000482,SO000239,PROD017
SOI0000483,SO000240,PROD029
SOI0000484,SO000241,PROD009
SOI0000485,SO000241,PROD017
SOI0000486,SO000241,PROD022
SOI0000487,SO000242,PROD048
SOI0000488,SO000242,PROD010
SOI0000489,SO000243,PROD015
SOI0000490,SO000243,PROD009
SOI0000491,SO000243,PROD036
SOI0000492,SO000244,PROD035
SOI0000493,SO000244,PROD014
SOI0000494,SO000245,PROD005
SOI0000495,SO000246,PROD019
SOI0000496,SO000246,PROD028
SOI0000497,SO000247,PROD041
SOI0000498,SO000248,PROD047
SOI0000499,SO000249,PROD016
SOI0000500,SO000250,PROD001
SOI0000501,SO000251,PROD047
SOI0000502,SO000251,PROD040
SOI0000503,SO000252,PROD012
SOI0000504,SO000253,PROD037
SOI0000505,SO000253,PROD046
SOI0000506,SO000254,PROD024
SOI0000507,SO000254,PROD025
SOI0000508,SO000254,PROD008
SOI0000509,SO000255,PROD031
SOI0000510,SO000255,PROD034
SOI0000511,SO000255,PROD004
SOI0000512,SO000256,PROD032
SOI0000513,SO000256,PROD041
SOI0000514,SO000256,PROD001
SOI0000515,SO000257,PROD041
SOI0000516,SO000258,PROD037
SOI0000517,SO000258,PROD010
SOI0000518,SO000259,PROD029
SOI0000519,SO000259,PROD010
SOI0000520,SO000260,PROD001
SOI0000521,SO000260,PROD040
SOI0000522,SO000261,PROD039
SOI0000523,SO000261,PROD002
SOI0000524,SO000261,PROD020
SOI0000525,SO000262,PROD028
SOI0000526,SO000262,PROD016
SOI0000527,SO000263,PROD010
SOI0000528,SO000263,PROD008
SOI0000529,SO000263,PROD040
SOI0000530,SO000264,PROD017
SOI0000531,SO000264,PROD040
SOI0000532,SO000264,PROD045
SOI0000533,SO000265,PROD010
SOI0000534,SO000265,PROD029
SOI0000535,SO000265,PROD005
SOI0000536,SO000266,PROD004
SOI0000537,SO000266,PROD044
SOI0000538,SO000267,PROD048
SOI0000539,SO000268,PROD008
SOI0000540,SO000269,PROD026
SOI0000541,SO000270,PROD019
SOI0000542,SO000271,PROD013
SOI0000543,SO000271,PROD028
SOI0000544,SO000272,PROD043
SOI0000545,SO000273,PROD044
SOI0000546,SO000273,PROD019
SOI0000547,SO000274,PROD029
SOI0000548,SO000274,PROD007
SOI0000549,SO000275,PROD025
SOI0000550,SO000275,PROD034
SOI0000551,SO000275,PROD044
SOI0000552,SO000276,PROD032
SOI0000553,SO000276,PROD020
SOI0000554,SO000277,PROD014
SOI0000555,SO000277,PROD048
SOI0000556,SO000278,PROD046
SOI0000557,SO000278,PROD024
SOI0000558,SO000279,PROD011
SOI0000559,SO000279,PROD008
SOI0000560,SO000280,PROD040
SOI0000561,SO000280,PROD043
SOI0000562,SO000281,PROD005
SOI0000563,SO000281,PROD037
SOI0000564,SO000281,PROD029
SOI0000565,SO000282,PROD035
SOI0000566,SO000282,PROD004
SOI0000567,SO000283,PROD036
SOI0000568,SO000283,PROD031
SOI0000569,SO000283,PROD012
SOI0000570,SO000284,PROD027
SOI0000571,SO000284,PROD017
SOI0000572,SO000284,PROD003
SOI0000573,SO000285,PROD001
SOI0000574,SO000285,PROD032
SOI0000575,SO000286,PROD008
SOI0000576,SO000286,PROD036
SOI0000577,SO000287,PROD032
SOI0000578,SO000288,PROD039
SOI0000579,SO000288,PROD019
SOI0000580,SO000288,PROD028
SOI0000581,SO000289,PROD043
SOI0000582,SO000289,PROD012
SOI0000583,SO000289,PROD029
SOI0000584,SO000290,PROD018
SOI0000585,SO000291,PROD046
SOI0000586,SO000291,PROD009
SOI0000587,SO000291,PROD012
SOI0000588,SO000292,PROD040
SOI0000589,SO000292,PROD048
SOI0000590,SO000293,PROD015
SOI0000591,SO000293,PROD048
SOI0000592,SO000293,PROD037
SOI0000593,SO000294,PROD046
SOI0000594,SO000295,PROD019
SOI0000595,SO000295,PROD010
SOI0000596,SO000295,PROD046
SOI0000597,SO000296,PROD025
SOI0000598,SO000297,PROD037
SOI0000599,SO000298,PROD043
SOI0000600,SO000298,PROD005
SOI0000601,SO000298,PROD048
SOI0000602,SO000299,PROD008
SOI0000603,SO000299,PROD041
SOI0000604,SO000299,PROD006
SOI0000605,SO000300,PROD037
SOI0000606,SO000300,PROD012
SOI0000607,SO000300,PROD036
SOI0000608,SO000301,PROD004
SOI0000609,SO000301,PROD043
SOI0000610,SO000302,PROD026
SOI0000611,SO000302,PROD047
SOI0000612,SO000302,PROD022
SOI0000613,SO000303,PROD035
SOI0000614,SO000303,PROD006
SOI0000615,SO000303,PROD021
SOI0000616,SO000304,PROD015
SOI0000617,SO000305,PROD033
SOI0000618,SO000306,PROD015
SOI0000619,SO000307,PROD025
SOI0000620,SO000307,PROD046
SOI0000621,SO000307,PROD012
SOI0000622,SO000308,PROD013
SOI0000623,SO000309,PROD025
SOI0000624,SO000309,PROD024
SOI0000625,SO000309,PROD013
SOI0000626,SO000310,PROD012
SOI0000627,SO000310,PROD039
SOI0000628,SO000310,PROD023
SOI0000629,SO000311,PROD008
SOI0000630,SO000312,PROD009
SOI0000631,SO000313,PROD029
SOI0000632,SO000314,PROD018
SOI0000633,SO000314,PROD032
SOI0000634,SO000314,PROD009
SOI0000635,SO000315,PROD026
SOI0000636,SO000315,PROD009
SOI0000637,SO000316,PROD006
SOI0000638,SO000316,PROD001
SOI0000639,SO000316,PROD023
SOI0000640,SO000317,PROD010
SOI0000641,SO000318,PROD011
SOI0000642,SO000318,PROD009
SOI0000643,SO000318,PROD025
SOI0000644,SO000319,PROD015
SOI0000645,SO000319,PROD043
SOI0000646,SO000320,PROD025
SOI0000647,SO000321,PROD022
SOI0000648,SO000321,PROD045
SOI0000649,SO000321,PROD030
SOI0000650,SO000322,PROD022
SOI0000651,SO000323,PROD046
SOI0000652,SO000323,PROD016
SOI0000653,SO000323,PROD037
SOI0000654,SO000324,PROD028
SOI0000655,SO000324,PROD041
SOI0000656,SO000324,PROD006
SOI0000657,SO000325,PROD009
SOI0000658,SO000326,PROD009
SOI0000659,SO000326,PROD015
SOI0000660,SO000326,PROD012
SOI0000661,SO000327,PROD040
SOI0000662,SO000327,PROD039
SOI0000663,SO000328,PROD024
SOI0000664,SO000328,PROD034
SOI0000665,SO000328,PROD038
SOI0000666,SO000329,PROD005
SOI0000667,SO000329,PROD022
SOI0000668,SO000329,PROD013
SOI0000669,SO000330,PROD035
SOI0000670,SO000331,PROD009
SOI0000671,SO000332,PROD013
SOI0000672,SO000333,PROD031
SOI0000673,SO000333,PROD011
SOI0000674,SO000333,PROD047
SOI0000675,SO000334,PROD032
SOI0000676,SO000334,PROD016
SOI0000677,SO000334,PROD048
SOI0000678,SO000335,PROD006
SOI0000679,SO000335,PROD037
SOI0000680,SO000335,PROD029
SOI0000681,SO000336,PROD037
SOI0000682,SO000336,PROD035
SOI0000683,SO000337,PROD011
SOI0000684,SO000337,PROD010
SOI0000685,SO000338,PROD027
SOI0000686,SO000338,PROD013
SOI0000687,SO000339,PROD013
SOI0000688,SO000339,PROD005
SOI0000689,SO000340,PROD047
SOI0000690,SO000340,PROD016
SOI0000691,SO000340,PROD003
SOI0000692,SO000341,PROD003
SOI0000693,SO000342,PROD037
SOI0000694,SO000343,PROD023
SOI0000695,SO000343,PROD016
SOI0000696,SO000344,PROD028
SOI0000697,SO000344,PROD005
SOI0000698,SO000344,PROD008
SOI0000699,SO000345,PROD042
SOI0000700,SO000345,PROD014
SOI0000701,SO000346,PROD030
SOI0000702,SO000347,PROD032
SOI0000703,SO000347,PROD020
SOI0000704,SO000347,PROD015
SOI0000705,SO000348,PROD025
SOI0000706,SO000349,PROD018
SOI0000707,SO000349,PROD025
SOI0000708,SO000350,PROD036
SOI0000709,SO000350,PROD023
SOI0000710,SO000351,PROD013
SOI0000711,SO000351,PROD001
SOI0000712,SO000352,PROD013
SOI0000713,SO000352,PROD032
SOI0000714,SO000352,PROD041
SOI0000715,SO000353,PROD037
SOI0000716,SO000353,PROD042
SOI0000717,SO000354,PROD048
SOI0000718,SO000354,PROD031
SOI0000719,SO000355,PROD007
SOI0000720,SO000355,PROD025
SOI0000721,SO000355,PROD021
SOI0000722,SO000356,PROD048
SOI0000723,SO000356,PROD006
SOI0000724,SO000356,PROD011
SOI0000725,SO000357,PROD033
SOI0000726,SO000357,PROD008
SOI0000727,SO000358,PROD009
SOI0000728,SO000358,PROD003
SOI0000729,SO000359,PROD042
SOI0000730,SO000359,PROD002
SOI0000731,SO000359,PROD016
SOI0000732,SO000360,PROD017
SOI0000733,SO000360,PROD048
SOI0000734,SO000361,PROD029
SOI0000735,SO000361,PROD021
SOI0000736,SO000361,PROD009
SOI0000737,SO000362,PROD001
SOI0000738,SO000362,PROD037
SOI0000739,SO000363,PROD045
SOI0000740,SO000363,PROD041
SOI0000741,SO000364,PROD004
SOI0000742,SO000364,PROD015
SOI0000743,SO000365,PROD013
SOI0000744,SO000366,PROD011
SOI0000745,SO000366,PROD017
SOI0000746,SO000367,PROD008
SOI0000747,SO000367,PROD014
SOI0000748,SO000367,PROD010
SOI0000749,SO000368,PROD039
SOI0000750,SO000369,PROD034
SOI0000751,SO000369,PROD040
SOI0000752,SO000369,PROD020
SOI0000753,SO000370,PROD036
SOI0000754,SO000370,PROD034
SOI0000755,SO000371,PROD042
SOI0000756,SO000371,PROD031
SOI0000757,SO000372,PROD017
SOI0000758,SO000372,PROD018
SOI0000759,SO000372,PROD045
SOI0000760,SO000373,PROD025
SOI0000761,SO000373,PROD047
SOI0000762,SO000373,PROD034
SOI0000763,SO000374,PROD048
SOI0000764,SO000374,PROD034
SOI0000765,SO000374,PROD022
SOI0000766,SO000375,PROD034
SOI0000767,SO000375,PROD016
SOI0000768,SO000375,PROD039
SOI0000769,SO000376,PROD034
SOI0000770,SO000376,PROD040
SOI0000771,SO000377,PROD002
SOI0000772,SO000377,PROD018
SOI0000773,SO000378,PROD034
SOI0000774,SO000378,PROD048
SOI0000775,SO000379,PROD011
SOI0000776,SO000380,PROD009
SOI0000777,SO000381,PROD039
SOI0000778,SO000381,PROD024
SOI0000779,SO000382,PROD034
SOI0000780,SO000383,PROD047
SOI0000781,SO000384,PROD009
SOI0000782,SO000384,PROD012
SOI0000783,SO000384,PROD008
SOI0000784,SO000385,PROD012
SOI0000785,SO000385,PROD040
SOI0000786,SO000385,PROD003
SOI0000787,SO000386,PROD048
SOI0000788,SO000386,PROD023
SOI0000789,SO000386,PROD003
SOI0000790,SO000387,PROD029
SOI0000791,SO000388,PROD025
SOI0000792,SO000388,PROD019
SOI0000793,SO000389,PROD039
SOI0000794,SO000390,PROD047
SOI0000795,SO000390,PROD044
SOI0000796,SO000391,PROD002
SOI0000797,SO000392,PROD015
SOI0000798,SO000393,PROD004
SOI0000799,SO000393,PROD015
SOI0000800,SO000394,PROD036
SOI0000801,SO000394,PROD019
SOI0000802,SO000394,PROD030
SOI0000803,SO000395,PROD040
SOI0000804,SO000396,PROD010
SOI0000805,SO000397,PROD006
SOI0000806,SO000398,PROD006
SOI0000807,SO000398,PROD029
SOI0000808,SO000399,PROD037
SOI0000809,SO000400,PROD017
SOI0000810,SO000400,PROD002
SOI0000811,SO000401,PROD007
SOI0000812,SO000402,PROD037
SOI0000813,SO000403,PROD044
SOI0000814,SO000403,PROD006
SOI0000815,SO000403,PROD001
SOI0000816,SO000404,PROD004
SOI0000817,SO000405,PROD029
SOI0000818,SO000406,PROD022
SOI0000819,SO000407,PROD012
SOI0000820,SO000408,PROD046
SOI0000821,SO000409,PROD034
