sale_id,sales_order_item_id,batch_id,customer_id,sale_date,quantity,selling_unit_price,revenue
SALE0000147,SOI0000148,BAT0000824,CUST073,2025-07-26,2,129.12,258.24
SALE0000148,SOI0000149,BAT0001112,CUST097,2025-07-17,5,31.72,158.6
SALE0000149,SOI0000150,BAT0000835,CUST097,2025-07-17,2,198.83,397.66
SALE0000150,SOI0000151,BAT0000584,CUST097,2025-07-14,7,160.15,1121.05
SALE0000151,SOI0000152,BAT0001157,CUST074,2025-10-12,4,54.64,218.56
SALE0000152,SOI0000153,BAT0001224,CUST074,2025-10-12,7,171.05,1197.35
SALE0000153,SOI0000154,BAT0000001,CUST074,2025-10-18,2,82.36,164.72
SALE0000154,SOI0000155,BAT0000829,CUST051,2025-06-06,3,46.89,140.67
SALE0000155,SOI0000156,BAT0000819,CUST013,2025-12-01,7,229.76,1608.32
SALE0000156,SOI0000157,BAT0000753,CUST080,2026-04-17,1,190.08,190.08
SALE0000157,SOI0000158,BAT0001224,CUST082,2025-11-18,3,160.28,480.84
SALE0000158,SOI0000159,BAT0000798,CUST082,2025-11-15,3,156.9,470.7
SALE0000159,SOI0000160,BAT0001170,CUST045,2026-02-10,7,93.11,651.77
SALE0000160,SOI0000161,BAT0001224,CUST045,2026-02-09,7,197.4,1381.8
SALE0000161,SOI0000162,BAT0000685,CUST034,2026-04-27,1,74.96,74.96
SALE0000162,SOI0000163,BAT0000832,CUST018,2025-06-10,5,161.17,805.85
SALE0000163,SOI0000164,BAT0000027,CUST018,2025-06-08,6,122.4,734.4
SALE0000164,SOI0000165,BAT0000886,CUST002,2026-02-20,7,125.16,876.12
SALE0000165,SOI0000166,BAT0000716,CUST053,2026-04-11,7,57.28,400.96
SALE0000166,SOI0000167,BAT0000584,CUST053,2026-04-11,1,136.18,136.18
SALE0000167,SOI0000168,BAT0000753,CUST069,2026-04-29,7,174.83,1223.81
SALE0000168,SOI0000169,BAT0001170,CUST069,2026-04-28,2,122.39,244.78
SALE0000169,SOI0000170,BAT0000753,CUST058,2025-04-11,7,161.56,1130.92
SALE0000170,SOI0000171,BAT0000759,CUST058,2025-04-15,3,186.83,560.49
SALE0000171,SOI0000172,BAT0001131,CUST100,2025-04-07,4,39.86,159.44
SALE0000172,SOI0000173,BAT0000824,CUST100,2025-04-06,3,116.25,348.75
SALE0000173,SOI0000174,BAT0000189,CUST100,2025-04-06,4,96.13,384.52
SALE0000174,SOI0000175,BAT0001169,CUST050,2026-01-27,2,25.59,51.18
SALE0000175,SOI0000176,BAT0000001,CUST050,2026-01-24,7,89.6,627.2
SALE0000176,SOI0000177,BAT0000829,CUST094,2026-06-09,3,44.59,133.77
SALE0000177,SOI0000178,BAT0000370,CUST094,2026-06-08,2,47.3,94.6
SALE0000178,SOI0000179,BAT0000585,CUST094,2026-06-09,1,40.21,40.21
SALE0000179,SOI0000180,BAT0000430,CUST027,2025-05-02,2,67.56,135.12
SALE0000180,SOI0000181,BAT0000886,CUST035,2025-12-18,6,98.2,589.2
SALE0000181,SOI0000182,BAT0000753,CUST035,2025-12-20,1,152.31,152.31
SALE0000182,SOI0000183,BAT0000578,CUST035,2025-12-16,1,120.82,120.82
SALE0000183,SOI0000184,BAT0000494,CUST085,2025-10-13,1,32.25,32.25
SALE0000184,SOI0000185,BAT0000829,CUST094,2026-01-18,2,57.57,115.14
SALE0000185,SOI0000186,BAT0000291,CUST094,2026-01-18,7,159.77,1118.39
SALE0000186,SOI0000187,BAT0000831,CUST094,2026-01-19,7,139.22,974.54
SALE0000187,SOI0000188,BAT0001157,CUST012,2025-11-08,2,56.93,113.86
SALE0000188,SOI0000189,BAT0000654,CUST005,2025-10-08,1,78.96,78.96
SALE0000189,SOI0000190,BAT0000685,CUST005,2025-10-05,4,82.92,331.68
SALE0000190,SOI0000191,BAT0000804,CUST005,2025-10-05,5,130.52,652.6
SALE0000191,SOI0000192,BAT0000001,CUST004,2025-05-21,3,83.39,250.17
SALE0000192,SOI0000193,BAT0000189,CUST012,2026-02-25,2,94.28,188.56
SALE0000193,SOI0000194,BAT0001132,CUST012,2026-02-26,2,138.18,276.36
SALE0000194,SOI0000195,BAT0000430,CUST012,2026-02-25,2,88.93,177.86
SALE0000195,SOI0000196,BAT0000027,CUST025,2025-09-30,6,124.0,744.0
SALE0000196,SOI0000197,BAT0001112,CUST025,2025-09-30,7,25.68,179.76
SALE0000197,SOI0000198,BAT0000798,CUST025,2025-09-29,6,154.48,926.88
SALE0000198,SOI0000199,BAT0000832,CUST008,2025-04-04,5,131.15,655.75
SALE0000199,SOI0000200,BAT0000505,CUST082,2025-08-09,6,155.59,933.54
SALE0000200,SOI0000201,BAT0001328,CUST082,2025-08-07,5,110.9,554.5
SALE0000201,SOI0000202,BAT0000001,CUST082,2025-08-08,4,90.69,362.76
SALE0000202,SOI0000203,BAT0001328,CUST007,2025-10-14,5,84.59,422.95
SALE0000203,SOI0000204,BAT0001048,CUST007,2025-10-13,1,90.11,90.11
SALE0000204,SOI0000205,BAT0000761,CUST018,2025-11-27,2,143.31,286.62
SALE0000205,SOI0000206,BAT0000291,CUST018,2025-11-30,5,225.86,1129.3
SALE0000206,SOI0000207,BAT0000886,CUST018,2025-11-29,5,111.32,556.6
SALE0000207,SOI0000208,BAT0000716,CUST063,2025-05-24,4,68.16,272.64
SALE0000208,SOI0000209,BAT0000835,CUST063,2025-05-21,2,212.03,424.06
SALE0000209,SOI0000210,BAT0000654,CUST005,2025-11-11,3,98.6,295.8
SALE0000210,SOI0000211,BAT0000832,CUST091,2026-02-02,1,110.16,110.16
SALE0000211,SOI0000212,BAT0000538,CUST091,2026-02-02,3,27.2,81.6
SALE0000212,SOI0000213,BAT0000218,CUST091,2026-02-04,5,220.53,1102.65
SALE0000213,SOI0000214,BAT0000505,CUST044,2025-12-04,3,163.55,490.65
SALE0000214,SOI0000215,BAT0000189,CUST044,2025-12-03,2,90.2,180.4
SALE0000215,SOI0000216,BAT0000832,CUST049,2025-06-13,2,169.68,339.36
SALE0000216,SOI0000217,BAT0000210,CUST092,2025-10-18,6,164.99,989.94
SALE0000217,SOI0000218,BAT0000835,CUST092,2025-10-18,5,246.56,1232.8
SALE0000218,SOI0000219,BAT0000197,CUST092,2025-10-19,5,55.12,275.6
SALE0000219,SOI0000220,BAT0000654,CUST011,2025-11-20,2,109.56,219.12
SALE0000220,SOI0000221,BAT0000197,CUST050,2026-06-09,6,62.99,377.94
SALE0000221,SOI0000222,BAT0000584,CUST076,2025-08-18,5,132.98,664.9
SALE0000222,SOI0000223,BAT0000578,CUST076,2025-08-15,5,116.69,583.45
SALE0000223,SOI0000224,BAT0000291,CUST076,2025-08-13,5,189.91,949.55
SALE0000224,SOI0000225,BAT0000812,CUST078,2026-02-14,1,90.56,90.56
SALE0000225,SOI0000226,BAT0000829,CUST047,2025-10-30,5,38.57,192.85
SALE0000226,SOI0000227,BAT0000832,CUST047,2025-10-28,5,158.94,794.7
SALE0000227,SOI0000228,BAT0000460,CUST076,2026-01-25,6,175.02,1050.12
SALE0000228,SOI0000229,BAT0000686,CUST076,2026-01-26,7,153.03,1071.21
SALE0000229,SOI0000230,BAT0000835,CUST031,2025-12-13,3,234.53,703.59
SALE0000230,SOI0000231,BAT0000210,CUST057,2026-04-27,7,202.74,1419.18
SALE0000231,SOI0000232,BAT0000759,CUST057,2026-04-27,1,147.34,147.34
SALE0000232,SOI0000233,BAT0001328,CUST057,2026-04-25,6,91.06,546.36
SALE0000233,SOI0000234,BAT0000695,CUST015,2025-11-16,6,190.83,1144.98
SALE0000234,SOI0000235,BAT0000494,CUST015,2025-11-13,1,32.57,32.57
SALE0000235,SOI0000236,BAT0000189,CUST005,2026-02-19,7,120.86,846.02
SALE0000236,SOI0000237,BAT0000460,CUST062,2025-05-06,3,193.67,581.01
SALE0000237,SOI0000238,BAT0000695,CUST062,2025-05-03,4,205.23,820.92
SALE0000238,SOI0000239,BAT0000585,CUST031,2026-01-02,3,44.78,134.34
SALE0000239,SOI0000240,BAT0001131,CUST031,2025-12-31,6,40.74,244.44
SALE0000240,SOI0000241,BAT0000494,CUST040,2025-08-04,4,36.72,146.88
SALE0000241,SOI0000242,BAT0000798,CUST040,2025-08-03,6,131.73,790.38
SALE0000242,SOI0000243,BAT0000494,CUST087,2025-11-29,7,38.08,266.56
SALE0000243,SOI0000244,BAT0001169,CUST087,2025-11-30,7,29.27,204.89
SALE0000244,SOI0000245,BAT0000001,CUST087,2025-11-29,4,106.31,425.24
SALE0000245,SOI0000246,BAT0000122,CUST098,2026-02-07,6,140.36,842.16
SALE0000246,SOI0000247,BAT0000506,CUST063,2025-09-10,3,72.27,216.81
SALE0000247,SOI0000248,BAT0000753,CUST031,2025-11-21,5,153.43,767.15
SALE0000248,SOI0000249,BAT0001112,CUST086,2026-05-14,5,28.25,141.25
SALE0000249,SOI0000250,BAT0001132,CUST086,2026-05-16,2,129.85,259.7
SALE0000250,SOI0000251,BAT0000819,CUST100,2025-08-26,6,184.71,1108.26
SALE0000251,SOI0000252,BAT0001169,CUST100,2025-08-25,2,23.61,47.22
SALE0000252,SOI0000253,BAT0000001,CUST100,2025-08-29,1,105.44,105.44
SALE0000253,SOI0000254,BAT0001131,CUST079,2026-01-25,7,34.54,241.78
SALE0000254,SOI0000255,BAT0000122,CUST051,2025-09-27,3,143.77,431.31
SALE0000255,SOI0000256,BAT0000585,CUST014,2026-01-10,5,49.21,246.05
SALE0000256,SOI0000257,BAT0000819,CUST014,2026-01-11,1,171.47,171.47
SALE0000257,SOI0000258,BAT0000578,CUST055,2026-04-04,1,84.12,84.12
SALE0000258,SOI0000259,BAT0001170,CUST009,2026-01-15,1,85.32,85.32
SALE0000259,SOI0000260,BAT0000812,CUST009,2026-01-16,4,118.24,472.96
SALE0000260,SOI0000261,BAT0000218,CUST009,2026-01-14,7,172.95,1210.65
SALE0000261,SOI0000262,BAT0000197,CUST050,2026-01-05,1,70.49,70.49
SALE0000262,SOI0000263,BAT0001048,CUST050,2026-01-04,4,60.49,241.96
SALE0000263,SOI0000264,BAT0001211,CUST050,2026-01-04,2,112.81,225.62
SALE0000264,SOI0000265,BAT0001224,CUST083,2025-10-30,4,205.42,821.68
SALE0000265,SOI0000266,BAT0000032,CUST083,2025-10-30,5,162.81,814.05
SALE0000266,SOI0000267,BAT0000189,CUST022,2025-11-20,5,132.47,662.35
SALE0000267,SOI0000268,BAT0000578,CUST017,2026-03-29,3,107.5,322.5
SALE0000268,SOI0000269,BAT0000685,CUST017,2026-03-30,2,100.92,201.84
SALE0000269,SOI0000270,BAT0000370,CUST017,2026-03-31,1,53.74,53.74
SALE0000270,SOI0000271,BAT0000210,CUST055,2025-11-12,6,196.6,1179.6
SALE0000271,SOI0000272,BAT0000829,CUST055,2025-11-13,1,55.29,55.29
SALE0000272,SOI0000273,BAT0000886,CUST055,2025-11-11,2,115.08,230.16
SALE0000273,SOI0000274,BAT0000430,CUST076,2025-09-14,7,99.2,694.4
SALE0000274,SOI0000275,BAT0000218,CUST077,2026-06-10,1,208.25,208.25
SALE0000275,SOI0000276,BAT0000835,CUST012,2025-04-08,7,186.47,1305.29
SALE0000276,SOI0000277,BAT0000798,CUST078,2025-10-10,6,186.08,1116.48
SALE0000277,SOI0000278,BAT0000804,CUST078,2025-10-15,1,131.2,131.2
SALE0000278,SOI0000279,BAT0000837,CUST078,2025-10-11,7,262.11,1834.77
SALE0000279,SOI0000280,BAT0000584,CUST078,2026-01-26,3,190.67,572.01
SALE0000280,SOI0000281,BAT0000654,CUST078,2026-01-22,4,108.08,432.32
SALE0000281,SOI0000282,BAT0001048,CUST070,2025-05-05,2,88.67,177.34
SALE0000282,SOI0000283,BAT0000221,CUST032,2026-05-02,7,210.21,1471.47
SALE0000283,SOI0000284,BAT0000804,CUST032,2026-05-04,6,125.85,755.1
SALE0000284,SOI0000285,BAT0000370,CUST032,2026-05-02,2,59.4,118.8
SALE0000285,SOI0000286,BAT0000210,CUST026,2026-05-16,6,217.45,1304.7
SALE0000286,SOI0000287,BAT0000538,CUST026,2026-05-15,3,26.78,80.34
SALE0000287,SOI0000288,BAT0001170,CUST071,2025-06-06,2,99.59,199.18
SALE0000288,SOI0000289,BAT0001328,CUST071,2025-06-06,1,111.39,111.39
SALE0000289,SOI0000290,BAT0000832,CUST071,2025-06-06,6,119.63,717.78
SALE0000290,SOI0000291,BAT0000579,CUST040,2025-10-21,5,109.99,549.95
SALE0000291,SOI0000292,BAT0000122,CUST040,2025-10-21,2,158.78,317.56
SALE0000292,SOI0000293,BAT0000291,CUST040,2025-10-22,7,151.05,1057.35
SALE0000293,SOI0000294,BAT0001170,CUST052,2025-04-22,7,86.66,606.62
SALE0000294,SOI0000295,BAT0000753,CUST052,2025-04-25,7,156.19,1093.33
SALE0000295,SOI0000296,BAT0000584,CUST052,2025-04-27,4,192.83,771.32
SALE0000296,SOI0000297,BAT0001112,CUST011,2025-06-09,4,22.51,90.04
SALE0000297,SOI0000298,BAT0000122,CUST046,2026-01-01,7,157.55,1102.85
SALE0000298,SOI0000299,BAT0000189,CUST046,2026-01-01,5,121.25,606.25
SALE0000299,SOI0000300,BAT0000716,CUST046,2026-05-15,2,73.64,147.28
SALE0000300,SOI0000301,BAT0000122,CUST046,2026-05-17,4,192.77,771.08
SALE0000301,SOI0000302,BAT0000832,CUST032,2025-09-11,7,120.06,840.42
SALE0000302,SOI0000303,BAT0000804,CUST032,2025-09-10,6,113.32,679.92
SALE0000303,SOI0000304,BAT0000430,CUST032,2025-09-11,6,74.46,446.76
SALE0000304,SOI0000305,BAT0000197,CUST030,2025-11-22,4,80.79,323.16
SALE0000305,SOI0000306,BAT0000831,CUST030,2025-11-22,6,139.93,839.58
SALE0000306,SOI0000307,BAT0000686,CUST044,2025-08-04,1,135.99,135.99
SALE0000307,SOI0000308,BAT0000001,CUST044,2025-08-03,6,110.52,663.12
SALE0000308,SOI0000309,BAT0000506,CUST032,2025-05-20,1,80.8,80.8
SALE0000309,SOI0000310,BAT0000716,CUST032,2025-05-21,3,85.64,256.92
SALE0000310,SOI0000311,BAT0000122,CUST084,2025-10-04,2,180.68,361.36
SALE0000311,SOI0000312,BAT0000759,CUST084,2025-10-04,2,126.32,252.64
SALE0000312,SOI0000313,BAT0000685,CUST084,2025-10-09,3,93.29,279.87
SALE0000313,SOI0000314,BAT0000027,CUST055,2025-09-22,5,131.88,659.4
SALE0000314,SOI0000315,BAT0000831,CUST055,2025-09-21,1,154.04,154.04
SALE0000315,SOI0000316,BAT0000753,CUST055,2025-09-21,7,176.39,1234.73
SALE0000316,SOI0000317,BAT0000460,CUST016,2026-04-09,3,149.39,448.17
SALE0000317,SOI0000318,BAT0000886,CUST016,2026-04-07,3,101.95,305.85
SALE0000318,SOI0000319,BAT0000291,CUST016,2026-04-09,7,210.02,1470.14
SALE0000319,SOI0000320,BAT0000505,CUST052,2025-08-11,7,193.46,1354.22
SALE0000320,SOI0000321,BAT0000804,CUST052,2025-08-12,5,136.74,683.7
SALE0000321,SOI0000322,BAT0000685,CUST083,2025-09-01,6,98.99,593.94
SALE0000322,SOI0000323,BAT0000829,CUST011,2025-07-25,4,57.8,231.2
